OBJECTID,List entry number,Name,Schedule date,Amendment date,Capture scale,NHLE link,Area (ha),National Grid Reference,Easting,Northing,Name_2,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,fid,OBJECTID_2,ListEntry,SchedDate,AmendDate,CaptureSca,hyperlink,area_ha,NGR,Easting_2,Northing_2,SHAPE_Leng,SHAPE_Area,longitude,latitude
1240,1002977,"Roman villa N of Limnerslease, Down Lane",11/16/1934 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002977,0.0155744432817393,SU 95732 47966,495732,147966,"Roman villa N of Limnerslease, Down Lane",,,,,,-1,0,-1,,,3537,1240,1002977,1934/11/16,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002977,0.015574443281739,SU 95732 47966,495731.71999931,147965.7984572,49.9063140751812,155.655313996799,-0.6305217434206839,51.22287168114023
1253,1002990,Double ditched enclosure E of Thornton Farm,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002990,4.06778743092565,SP 27784 50354,427784,250354,Double ditched enclosure E of Thornton Farm,,,,,,-1,0,-1,,,3538,1253,1002990,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002990,4.06778743092565,SP 27784 50354,427783.9545021,250353.86841328,848.430598812562,40646.2125888551,-1.5953451164924433,52.150775802808106
1256,1002993,Group of barrows near Field Barn,3/23/1927 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002993,0.136545454214243,"SU 02511 39804, SU 02447 39753",402447,139753,Group of barrows near Field Barn,,,,,,-1,0,-1,,,3532,1256,1002993,1927/03/23,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002993,0.136545454214243,"SU 02511 39804, SU 02447 39753","402447.24900054, 402447.24900054","139752.76293261, 139752.76293261",196.737503034154,1364.36607450162,-1.9663898343006134,51.15702560171381
1261,1002999,Gallows Hill round barrow,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002999,0.0489645573570742,ST 95529 24188,395529,124188,Gallows Hill round barrow,,,,,,-1,0,-1,,,3513,1261,1002999,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1002999,0.048964557357074,ST 95529 24188,395528.93449974,124187.76500129,78.4481959868346,489.255412496531,-2.065113297215008,51.01704999493613
1262,1003000,Faulston pigeon house,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003000,0.0102080584656949,SU 07290 25629,407290,125629,Faulston pigeon house,,,,,,-1,0,-1,,,3511,1262,1003000,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003000,0.010208058465695,SU 07290 25629,407289.63800048,125628.89800071,35.8215959295236,101.999327997816,-1.897420073049458,51.02998125829384
1265,1003003,Clearbury Down round barrow,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003003,0.0313735648332057,SU 14545 23751,414545,123751,Clearbury Down round barrow,,,,,,-1,0,-1,,,3512,1265,1003003,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003003,0.031373564833206,SU 14545 23751,414545.40699959,123751.46899986,62.7941048957999,313.487114998894,-1.794039317964765,51.01295764400486
1267,1003005,Barrow NE of Mere Down Farm,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003005,0.0699389263029386,ST 83596 35401,383596,135401,Barrow NE of Mere Down Farm,,,,,,-1,0,-1,,,3531,1267,1003005,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003005,0.069938926302939,ST 83596 35401,383595.97250175,135400.61050224,93.7558993933865,698.836265997683,-2.2357412919007045,51.11765892269583
1269,1003007,Church Hill earthwork,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003007,0.229017367178342,SU 20465 75407,420465,175407,Church Hill earthwork,,,,,,-1,0,-1,,,3533,1269,1003007,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003007,0.229017367178342,SU 20465 75407,420464.91150093,175406.8975306,183.107084511672,2288.37130899514,-1.7067156097372493,51.47725601031922
1279,1003017,Bicton Ditches,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003017,1.08834361665394,SO 29134 81887,329134,281887,Bicton Ditches,,,,,,-1,0,-1,,,3534,1279,1003017,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003017,1.08834361665394,SO 29134 81887,329134.32500076,281886.63214392,440.607952131311,10876.1006659681,-3.0437065598175037,52.4303502840401
1283,1003021,Earthwork E of Bank Farm,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003021,0.749934024330088,SJ 46500 01003,346500,301003,Earthwork E of Bank Farm,,,,,,-1,0,-1,,,3486,1283,1003021,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003021,0.749934024330088,SJ 46500 01003,346500.34300041,301002.94645934,321.667754541161,7493.88789848113,-2.7914049121513447,52.604163693191616
1284,1003022,Dovecote at Chirbury Hall Farm,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003022,0.0077304522069273,SO 26189 98593,326189,298593,Dovecote at Chirbury Hall Farm,,,,,,-1,0,-1,,,3529,1284,1003022,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003022,0.007730452206927,SO 26189 98593,326189.22699928,298593.07500267,31.2866870047025,77.2532269999245,-3.0907243061769445,52.580118456491284
1289,1003027,Round barrows SW of Cleeve's Plantation,12/19/1929 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003027,0.105387154571187,"ST 56267 50762, ST 56255 50731",356267,150762,Round barrows SW of Cleeve's Plantation,,,,,,-1,0,-1,,,3528,1289,1003027,1929/12/19,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003027,0.105387154571187,"ST 56267 50762, ST 56255 50731","356266.91550254, 356266.91550254","150761.74200248, 150761.74200248",162.109114846491,1053.08077751908,-2.62804699415168,51.25433627266833
1292,1003030,Round barrow on Beacon Hill,4/9/1962 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003030,0.0374192161251115,ST 63564 46118,363564,146118,Round barrow on Beacon Hill,,,,,,-1,0,-1,,,3482,1292,1003030,1962/04/09,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003030,0.037419216125112,ST 63564 46118,363563.83799934,146118.28500175,68.8307449375075,373.905995986583,-2.523017288950706,51.21309422857584
1293,1003031,Earthworks W of Bury,,,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1003031,0.577144006173102,SS9434027296,294340,127296,Earthworks W of Bury,,,,,,-1,0,-1,,,3483,1293,1003031,,,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1003031,0.577144006173102,SS9434027296,294340.331550598,127296.217150968,311.394325896323,5768.42005072478,-3.5082909416947996,51.03527918085507
1296,1003034,Group of round barrows on Rough Hill,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003034,0.240457532994585,"SU 13506 72967, SU 13661 72939, SU 13683 72936, SU 13640 72941, SU 13707 72931",413506,172967,Group of round barrows on Rough Hill,,,,,,-1,0,-1,,,3485,1296,1003034,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003034,0.240457532994585,"SU 13506 72967, SU 13661 72939, SU 13683 72936, SU 13640 72941, SU 13707 72931","413506.12000084, 413506.12000084, 413506.12000084, 413506.12000084, 413506.12000084","172966.54000282, 172966.54000282, 172966.54000282, 172966.54000282, 172966.54000282",348.735586121316,2402.66906090066,-1.8070099430000048,51.45552438547838
1298,1003036,Bohune Down round barrow,4/9/1957 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003036,0.0791718194613566,SU 17111 55512,417111,155512,Bohune Down round barrow,,,,,,-1,0,-1,,,3487,1298,1003036,1957/04/09,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003036,0.079171819461357,SU 17111 55512,417110.70700264,155512.16200065,100.118636444757,791.09264949547,-1.7559617063832595,51.298479741952015
1301,1003039,Barrow in Wilton Park,1/30/1957 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003039,0.19369438640831,SU 09880 30330,409880,130330,Barrow in Wilton Park,,,,,,-1,0,-1,,,3527,1301,1003039,1957/01/30,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003039,0.19369438640831,SU 09880 30330,409879.59000015,130330.48152824,156.02409750873,1935.40413799448,-1.860360053653315,51.072215097059924
1305,1003043,Two enclosures on Winterbourne Down,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003043,0.972083668520548,SU 12520 74545,412520,174545,Two enclosures on Winterbourne Down,,,,,,-1,0,-1,,,3536,1305,1003043,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003043,0.972083668520548,SU 12520 74545,412519.63350105,174545.32608651,404.059207730125,9713.12381503015,-1.821145161379363,51.46973540233708
1311,1003050,Bowl barrow 290m south east of Sunny Corner Cottage,6/3/1970 12:00:00 AM,,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1003050,0.0341736304017234,SW7066715674,170667,15674,Bowl barrow 290m south east of Sunny Corner Cottage,,,,,,-1,0,-1,,,3530,1311,1003050,1970/06/03,,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1003050,0.034173630401723,SW7066715674,170667.27250099,15674.46600125,65.8609920710039,341.90583175067,-5.201314132081541,49.99702025504333
1323,1003062,Three barrows N of Penn Hill,3/27/1958 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003062,0.219206338797568,"SY 64506 92881, SY 64518 92942, SY 64537 92928",364506,92881,Three barrows N of Penn Hill,,,,,,-1,0,-1,,,3428,1323,1003062,1958/03/27,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003062,0.219206338797568,"SY 64506 92881, SY 64518 92942, SY 64537 92928","364505.6875, 364505.6875, 364505.6875","92881.16400146, 92881.16400146, 92881.16400146",285.561524014719,2190.38345499121,-2.504317501325604,50.73445063841372
1324,1003063,Round barrow N of Boswell's Plantation,1/3/1961 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003063,0.193286646737468,SY 74526 91492,374526,91492,Round barrow N of Boswell's Plantation,,,,,,-1,0,-1,,,3425,1324,1003063,1961/01/03,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003063,0.193286646737468,SY 74526 91492,374526.42799949,91492.16900062,156.434462411004,1931.3561435256,-2.3622405726680626,50.72248801414049
1327,1003066,Part of the linear boundary known as the Wansdyke 425m south of New Barn Farm,2/14/1978 12:00:00 AM,,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1003066,0.248666654969677,ST6103865517,361038,165516,Part of the linear boundary known as the Wansdyke 425m south of New Barn Farm,,,,,,-1,0,-1,,,3420,1327,1003066,1978/02/14,,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1003066,0.248666654969677,ST6103865517,361038.173801422,165516.418080703,363.044150168792,2484.77554929129,-2.5613031492161733,51.387340996153
1332,1003072,Courtyard house settlement 315m NNE of Botrea Farm,1/16/1953 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003072,0.126650217691677,SW 40418 30759,140418,30759,Courtyard house settlement 315m NNE of Botrea Farm,,,,,,-1,0,-1,,,3518,1332,1003072,1953/01/16,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003072,0.126650217691677,SW 40418 30759,140417.67300033,30759.28582284,127.0665771135,1267.58927249846,-5.63277082858047,50.12001584383806
1335,1003075,Round called Rings Camp,3/16/1955 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003075,1.935224616396,SX 28957 77796,228957,77796,Round called Rings Camp,,,,,,-1,0,-1,,,3517,1335,1003075,1955/03/16,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003075,1.93522461639599,SX 28957 77796,228956.7480011,77796.08660145,496.056710434425,19350.7215569932,-4.416981796509646,50.57479955552474
1338,1003078,Romano-British defended settlement 340m ESE of Grambla,9/30/1957 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003078,0.880794637151304,SW 69264 28352,169264,28352,Romano-British defended settlement 340m ESE of Grambla,,,,,,-1,0,-1,,,3426,1338,1003078,1957/09/30,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003078,0.880794637151304,SW 69264 28352,169263.79800033,28352.41121385,355.313527430714,8812.44414102907,-5.228495751522067,50.11032025285033
1341,1003081,Bowl barrow 430m south west of Fairy Cross Farm forming part of a round barrow cemetery,5/30/1958 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003081,0.0619754639066967,SX1220861865,212208,61865,Bowl barrow 430m south west of Fairy Cross Farm forming part of a round barrow cemetery,,,,,,-1,0,-1,,,3440,1341,1003081,1958/05/30,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003081,0.061975463906697,SX1220861865,212207.576900482,61865.4732207152,88.6443516728056,619.797708101079,-4.645256411682493,50.42653851094628
1344,1003084,Deserted medieval settlement with 16th and 18th century structures 85m west of West Lanyon Quoit,2/12/1958 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003084,0.137781666407946,SW 42221 33772,142221,33772,Deserted medieval settlement with 16th and 18th century structures 85m west of West Lanyon Quoit,,,,,,-1,0,-1,,,3439,1344,1003084,1958/02/12,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003084,0.137781666407946,SW 42221 33772,142220.86849975,33771.53550469,141.882220344611,1378.96757749668,-5.609637698773406,50.147845480287174
1349,1003089,Bowl barrow 480m south of Traboe Cross forming part of a round barrow cemetery on Goonhilly Downs,10/28/1959 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003089,0.0863738799762144,SW7368720097,173687,20097,Bowl barrow 480m south of Traboe Cross forming part of a round barrow cemetery on Goonhilly Downs,,,,,,-1,0,-1,,,3437,1349,1003089,1959/10/28,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003089,0.086373879976214,SW7368720097,173687.406150818,20097.4618532446,104.688203882576,864.136533120786,-5.161851503767374,50.0378934446114
1350,1003090,Round barrow cemetery 610m north east of Creddacott Farm,12/1/1960 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003090,0.688945672321706,"SX 23315 95914, SX2358595973, SX2353395966, SX 23497 95958, SX2345895949, SX2339795937, SX 23299 95875",223315,95914,Round barrow cemetery 610m north east of Creddacott Farm,,,,,,-1,0,-1,,,3438,1350,1003090,1960/12/01,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003090,0.688945672321706,"SX 23315 95914, SX2358595973, SX2353395966, SX 23497 95958, SX2345895949, SX2339795937, SX 23299 95875","223314.741500854, 223314.741500854, 223314.741500854, 223314.741500854, 223314.741500854, 223314.741500854, 223314.741500854","95913.7240000731, 95913.7240000731, 95913.7240000731, 95913.7240000731, 95913.7240000731, 95913.7240000731, 95913.7240000731",776.670075788432,6889.23947132686,-4.505233394466792,50.735895050039645
1352,1003092,Boleigh fogou,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003092,0.11241481324391,SW 43722 25205,143722,25205,Boleigh fogou,,,,,,-1,0,-1,,,3419,1352,1003092,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003092,0.11241481324391,SW 43722 25205,143721.5170002,25204.6186139,140.003386858437,1125.06591700746,-5.582921323577022,50.07159879177459
1367,1003107,Standing stone 150m north west of Trewern Round,6/8/1970 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003107,0.0077193157895137,SW 43214 32087,143214,32087,Standing stone 150m north west of Trewern Round,,,,,,-1,0,-1,,,3424,1367,1003107,1970/06/08,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003107,0.007719315789514,SW 43214 32087,143213.92700004,32086.54200172,31.287386640688,77.2566820004909,-5.594632052378315,50.13315201931352
1368,1003108,Barrow 100yds (90m) SE of Halgolluir Farm,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003108,0.0327010911144718,SW 38523 32090,138523,32090,Barrow 100yds (90m) SE of Halgolluir Farm,,,,,,-1,0,-1,,,3508,1368,1003108,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003108,0.032701091114472,SW 38523 32090,138523.02350044,32090.49850621,64.1623706315437,327.299545005117,-5.660136037923679,50.13113014410645
1373,1003113,Standing stone 105m south east of Chyenhal Farm,7/17/1972 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003113,0.0077191499896654,SW 45060 27505,145060,27505,Standing stone 105m south east of Chyenhal Farm,,,,,,-1,0,-1,,,3509,1373,1003113,1972/07/17,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003113,0.007719149989665,SW 45060 27505,145059.59399986,27504.59399986,31.286687004362,77.2532269982332,-5.565793941736544,50.092819355311065
1376,1003116,Standing stone 200yds (180m) W of Chycarne,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003116,0.0077188350781912,SW 38129 27987,138129,27987,Standing stone 200yds (180m) W of Chycarne,,,,,,-1,0,-1,,,3516,1376,1003116,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003116,0.007718835078191,SW 38129 27987,138128.5340023,27986.68900108,31.2874216898994,77.2568495005188,-5.662823104913536,50.09413111093393
1383,1003123,World War II underground operational base 500yds (457m) SW of Bentley Cottage,11/21/1975 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003123,0.0076524670227273,TQ 98345 28328,598345,128328,World War II underground operational base 500yds (457m) SW of Bentley Cottage,,,,,,-1,0,-1,,,3515,1383,1003123,1975/11/21,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003123,0.007652467022727,TQ 98345 28328,598344.97400093,128327.58380359,35.0233566512585,76.5375839957947,0.8266544957611941,51.02010630482841
1395,1003135,Round barrow 330yds (300m) NNW of Ladyhills,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003135,0.0718696515889094,SE 90861 72516,490861,472516,Round barrow 330yds (300m) NNW of Ladyhills,,,,,,-1,0,-1,,,3523,1395,1003135,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003135,0.071869651588909,SE 90861 72516,490860.85750007,472515.80105741,95.5042575399595,718.269098984765,-0.6106657194165301,54.14045653011782
1396,1003136,Round barrow 1/4 mile (400m) SE of Newton South Wold Farm,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003136,0.0800229898554126,SE 88758 70004,488758,470004,Round barrow 1/4 mile (400m) SE of Newton South Wold Farm,,,,,,-1,0,-1,,,3510,1396,1003136,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003136,0.080022989855413,SE 88758 70004,488757.7745018,470004.41969874,101.231914439508,799.746589494643,-0.6435841509089971,54.118253406768545
1399,1003139,Three Howes round barrows,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003139,0.176108929725969,"SE 94090 72263, SE 94051 72201",494090,472263,Three Howes round barrows,,,,,,-1,0,-1,,,3524,1399,1003139,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003139,0.176108929725969,"SE 94090 72263, SE 94051 72201","494090.41750145, 494090.41750145","472263.15374229, 472263.15374229",209.383394838908,1760.06760400564,-0.561334387789498,54.137603135093904
1400,1003140,Round barrow NE of Lawson's Wold Barn,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003140,0.12920846185117,SE 94875 75377,494875,475377,Round barrow NE of Lawson's Wold Barn,,,,,,-1,0,-1,,,3525,1400,1003140,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003140,0.12920846185117,SE 94875 75377,494875.1630001,475376.63099876,128.866098300737,1291.33980950076,-0.5483447206326968,54.165436863961936
1401,1003141,Round barrow NW of Mount Spaniel,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003141,0.0738507391052405,SE 98384 70477,498384,470477,Round barrow NW of Mount Spaniel,,,,,,-1,0,-1,,,3520,1401,1003141,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003141,0.07385073910524,SE 98384 70477,498383.87800026,470477.23319649,96.8021430695973,738.093999508186,-0.49621521448898226,54.12075405192508
1414,1003154,Mona Hill,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003154,0.0841231612587033,TF 89310 08831,589310,308831,Mona Hill,,,,,,-1,0,-1,,,3042,1414,1003154,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003154,0.084123161258703,TF 89310 08831,589310.27599907,308831.12400246,103.246886707076,841.301037493135,0.7967022078672588,52.644177315554245
1420,1003160,Hangour Hill,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003160,0.0783281285557127,TF 75218 08698,575218,308698,Hangour Hill,,,,,,-1,0,-1,,,3496,1420,1003160,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003160,0.078328128555713,TF 75218 08698,575217.68350029,308697.88450035,99.2691160192125,783.247132494873,0.5885824225338322,52.64771324886619
1421,1003161,Tumulus W of Leader's Spinney,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003161,0.242209493479733,TM 06112 89554,606112,289554,Tumulus W of Leader's Spinney,,,,,,-1,0,-1,,,3041,1421,1003161,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003161,0.242209493479733,TM 06112 89554,606112.17900276,289554.27400017,175.206491397323,2422.69020352263,1.0327181933158711,52.46500703073735
1423,1003164,Two round barrows on Horsford Heath,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003164,0.39740328154783,"TG 18630 17834, TG 18944 17797",618944,317797,Two round barrows on Horsford Heath,,,,,,-1,0,-1,,,3503,1423,1003164,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003164,0.39740328154783,"TG 18630 17834, TG 18944 17797","618944.15500068, 618944.15500068","317796.50432772, 317796.50432772",317.987953438011,3975.53490349135,1.2399593741973454,52.7135125038801
1424,1003165,Habitation site on Edgefield Heath,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003165,0.132885887553078,"TG 07860 36610, TG 07887 36434, TG 07849 36368, TG 07892 36364, TG 07868 36291, TG 07971 36274, TG 07887 36235",607860,336610,Habitation site on Edgefield Heath,,,,,,-1,0,-1,,,3504,1424,1003165,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003165,0.132885887553078,"TG 07860 36610, TG 07887 36434, TG 07849 36368, TG 07892 36364, TG 07868 36291, TG 07971 36274, TG 07887 36235","607860.06200218, 607860.06200218, 607860.06200218, 607860.06200218, 607860.06200218, 607860.06200218, 607860.06200218","336610.09399986, 336610.09399986, 336610.09399986, 336610.09399986, 336610.09399986, 336610.09399986, 336610.09399986",339.199306592734,1329.20922651222,1.088078706044493,52.886753578371604
1425,1003166,Moated site W of Reymerston,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003166,1.13293489662912,TG 00688 05612,600688,305612,Moated site W of Reymerston,,,,,,-1,0,-1,,,3494,1425,1003166,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003166,1.13293489662912,TG 00688 05612,600687.97550201,305612.29991777,394.23442679215,11331.519174482,0.9626854742306908,52.61119255225179
1426,1003167,"St Margaret's Church, Wolterton",,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003167,0.0481197021245332,TG 16353 32055,616353,332055,"St Margaret's Church, Wolterton",,,,,,-1,0,-1,,,3495,1426,1003167,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003167,0.048119702124533,TG 16353 32055,616353.01449966,332054.90489181,81.7277224356816,481.366344002891,1.211079486072957,52.842525111416535
1428,1003169,Roman villa NE of Eaton,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003169,1.30522236248897,TF 70007 36410,570007,336410,Roman villa NE of Eaton,,,,,,-1,0,-1,,,3506,1428,1003169,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003169,1.30522236248897,TF 70007 36410,570006.56850052,336409.99294389,638.732724484879,13051.0780294041,0.5260097367999427,52.898246343588646
1430,1003171,Round barrow on Hargham Heath,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003171,0.0444892182775408,TM 03398 92494,603398,292494,Round barrow on Hargham Heath,,,,,,-1,0,-1,,,3502,1430,1003171,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003171,0.044489218277541,TM 03398 92494,603397.73500251,292494.06900215,75.0889570243999,444.989368017346,0.9946183035409131,52.49241821605494
1444,1003185,Round barrow on South Regis Common,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003185,0.0280491000942613,SS 71204 40158,271204,140158,Round barrow on South Regis Common,,,,,,-1,0,-1,,,3036,1444,1003185,,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003185,0.028049100094261,SS 71204 40158,271203.50099945,140158.33101016,59.7723688145114,280.381618498664,-3.8426792040694213,51.146152096289946
1447,1003188,A standing stone 110m south of Whitestone Farm,10/24/1968 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003188,0.0055464780178261,SS 49562 46127,249562,146127,A standing stone 110m south of Whitestone Farm,,,,,,-1,0,-1,,,3045,1447,1003188,1968/10/24,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003188,0.005546478017826,SS 49562 46127,249561.51050186,146126.99697853,27.0513105899243,55.4513914999644,-4.1543603623205945,51.19450503492593
1455,1003196,A deserted medieval settlement and post medieval farmstead 510m north east of East Rook Gate,7/12/1974 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003196,0.355714767019929,SX 60980 61829,260980,61829,A deserted medieval settlement and post medieval farmstead 510m north east of East Rook Gate,,,,,,-1,0,-1,,,3034,1455,1003196,1974/07/12,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003196,0.355714767019929,SX 60980 61829,260979.88599968,61829.09191198,248.902239988339,3555.99983652197,-3.959089423130461,50.43979875706873
1462,1003203,Pigeon House long barrow,7/17/1961 1:09:27 PM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003203,0.103515308986968,SY 62758 92521,362758,92521,Pigeon House long barrow,,,,,,-1,0,-1,,,3035,1462,1003203,1961/07/17,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003203,0.103515308986968,SY 62758 92521,362758.03849983,92521.19623704,126.422890677393,1034.36299101608,-2.529049206595089,50.73110361656922
1464,1003206,Long barrow 3/4 mile (1200m) SW of St Rumbold's Church,12/14/1926 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003206,0.0740493462873124,SU 02573 16939,402573,116939,Long barrow 3/4 mile (1200m) SW of St Rumbold's Church,,,,,,-1,0,-1,,,3032,1464,1003206,1926/12/14,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003206,0.074049346287312,SU 02573 16939,402573.26100158,116939.28138663,119.690740820338,739.903180518904,-1.964743095373728,50.95187814259416
1469,1003211,Earthwork SE of Foxpound,4/14/1934 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003211,0.498720060362728,SY 81725 96935,381725,96935,Earthwork SE of Foxpound,,,,,,-1,0,-1,,,3033,1469,1003211,1934/04/14,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1003211,0.498720060362728,SY 81725 96935,381724.85950088,96934.50690597,262.041840527171,4983.26511902917,-2.2605294274306384,50.77170684679962
